OrderID,OrderDate,ProductID,CustomerID,Quantity,Revenue,Cost,Channel
2025-00834,2025-02-19,P007,C089,3,911.94,513.09,Store
2025-00835,2025-06-29,P001,C170,2,2318.18,1146.4,Online
2025-00836,2025-05-01,P011,C080,5,4802.15,2492.9,Online
2025-00837,2025-12-19,P002,C079,1,972.72,572.31,Store
2025-00838,2025-03-28,P001,C138,3,3477.27,1719.6,Online
2025-00839,2025-08-24,P011,C109,5,4802.15,2492.9,Phone
2025-00840,2025-08-04,P005,C006,4,4097.12,2830.12,Phone
2025-00841,2025-01-12,P006,C097,5,588.5,417.0,Store
2025-00842,2025-06-15,P010,C026,4,921.92,437.2,Online
2025-00843,2025-12-20,P011,C053,3,2881.29,1495.74,Store
2025-00844,2025-09-15,P011,C087,2,1920.86,997.16,Phone
2025-00845,2025-06-03,P006,C112,2,235.4,166.8,Store
2025-00846,2025-11-22,P002,C138,2,1945.44,1144.62,Store
2025-00847,2025-05-16,P001,C077,5,5795.45,2866.0,Store
2025-00848,2025-04-26,P010,C191,1,230.48,109.3,Phone
2025-00849,2025-10-24,P002,C152,3,2918.16,1716.93,Store
2025-00850,2025-02-04,P010,C136,4,921.92,437.2,Store
2025-00851,2025-04-18,P006,C020,3,353.1,250.2,Phone
2025-00852,2025-06-03,P007,C170,5,1519.9,855.15,Store
2025-00853,2025-04-13,P007,C103,3,911.94,513.09,Phone
2025-00854,2025-09-21,P008,C172,5,3691.2,1966.1,Online
2025-00855,2025-01-10,P011,C181,5,4802.15,2492.9,Online
2025-00856,2025-10-23,P008,C055,4,2952.96,1572.88,Store
2025-00857,2025-11-23,P009,C158,4,196.04,136.8,Phone
2025-00858,2025-11-17,P001,C134,2,2318.18,1146.4,Store
2025-00859,2025-08-25,P003,C062,2,1175.88,649.62,Phone
2025-00860,2025-12-17,P005,C112,4,4097.12,2830.12,Store
2025-00861,2025-02-02,P011,C053,4,3841.72,1994.32,Store
2025-00862,2025-05-27,P011,C042,3,2881.29,1495.74,Phone
2025-00863,2025-11-04,P004,C104,2,1762.54,870.58,Online
2025-00864,2025-03-18,P004,C008,2,1762.54,870.58,Store
2025-00865,2025-08-26,P008,C144,4,2952.96,1572.88,Store
2025-00866,2025-11-28,P001,C052,2,2318.18,1146.4,Store
2025-00867,2025-03-11,P001,C067,3,3477.27,1719.6,Phone
2025-00868,2025-10-09,P003,C165,1,587.94,324.81,Phone
2025-00869,2025-09-06,P001,C015,1,1159.09,573.2,Store
2025-00870,2025-11-05,P005,C017,4,4097.12,2830.12,Store
2025-00871,2025-12-10,P011,C024,4,3841.72,1994.32,Phone
2025-00872,2025-03-13,P004,C029,5,4406.35,2176.45,Phone
2025-00873,2025-09-14,P002,C134,5,4863.6,2861.55,Phone
2025-00874,2025-05-09,P008,C024,2,1476.48,786.44,Phone
2025-00875,2025-03-04,P006,C085,5,588.5,417.0,Phone
2025-00876,2025-07-19,P012,C191,2,2116.36,1365.92,Store
2025-00877,2025-04-22,P003,C028,2,1175.88,649.62,Online
2025-00878,2025-05-21,P008,C105,3,2214.72,1179.66,Phone
2025-00879,2025-01-29,P008,C137,3,2214.72,1179.66,Phone
2025-00880,2025-02-27,P006,C140,4,470.8,333.6,Store
2025-00881,2025-12-16,P004,C072,2,1762.54,870.58,Store
2025-00882,2025-09-01,P012,C095,3,3174.54,2048.88,Online
2025-00883,2025-11-27,P010,C009,1,230.48,109.3,Phone
2025-00884,2025-12-10,P004,C065,5,4406.35,2176.45,Store
2025-00885,2025-06-08,P011,C180,3,2881.29,1495.74,Phone
2025-00886,2025-03-04,P009,C061,4,196.04,136.8,Store
2025-00887,2025-01-05,P007,C066,3,911.94,513.09,Online
2025-00888,2025-05-01,P005,C054,2,2048.56,1415.06,Store
2025-00889,2025-11-20,P006,C197,4,470.8,333.6,Online
2025-00890,2025-05-21,P002,C200,4,3890.88,2289.24,Store
2025-00891,2025-07-31,P006,C184,4,470.8,333.6,Online
2025-00892,2025-03-24,P012,C067,5,5290.9,3414.8,Online
2025-00893,2025-06-30,P007,C155,5,1519.9,855.15,Phone
2025-00894,2025-06-17,P008,C178,1,738.24,393.22,Online
2025-00895,2025-11-25,P011,C048,4,3841.72,1994.32,Phone
2025-00896,2025-03-11,P001,C103,2,2318.18,1146.4,Phone
2025-00897,2025-06-06,P006,C148,1,117.7,83.4,Online
2025-00898,2025-03-22,P004,C133,2,1762.54,870.58,Phone
2025-00899,2025-12-18,P007,C082,4,1215.92,684.12,Store
2025-00900,2025-03-10,P005,C045,5,5121.4,3537.65,Store
